Identifier,Descriptor
/m/01w92,"['wordnet_whole_100003553', 'wordnet_broadcasting_station_102903405', 'wordnet_physical_entity_100001930', 'wordnet_station_104306080', 'wordnet_facility_103315023', 'wordnet_television_station_104406350', 'wordnet_channel_103006398', 'wordnet_artifact_100021939', 'wordnet_object_100002684']"
/m/01w_d6,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_club_108227214', 'wordnet_company_108058098']"
/m/01w_sh,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01wb7,"['wordnet_whole_100003553', 'wordnet_physical_entity_100001930', 'wordnet_structure_104341686', 'wordnet_church_103028079', 'wordnet_building_102913152', 'wordnet_place_of_worship_103953416', 'wordnet_artifact_100021939', 'wordnet_object_100002684']"
/m/01wdj_,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01wdl3,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01wdtv,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_subsidiary_company_108003935']"
/m/01wgr,"['wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_language_106282651']"
/m/01whvs,"['wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_club_108227214']"
/m/01wrwf,"['wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_law_school_108283051', 'wordnet_graduate_school_108282696', 'wordnet_organization_108008335']"
/m/01wsj0,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01wtlq,"['wordnet_auditory_communication_107109019', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/01wv24,"['wordnet_denomination_108146782', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_nongovernmental_organization_108009834', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01wv9xn,"['wordnet_abstraction_100002137', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_group_100031264']"
/m/01wx7k,"['wordnet_social_group_107950920', 'wordnet_league_108231184', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_hockey_league_108232603']"
/m/01wx_y,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/01x214,"['wordnet_social_group_107950920', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_company_108058098']"
/m/01x4py,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_party_108256968', 'wordnet_organization_108008335']"
/m/01x4wq,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/01x5fb,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01x6d4,"['wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_party_108256968', 'wordnet_organization_108008335', 'wordnet_abstraction_100002137']"
/m/01x73,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/01x7jb,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01xbgx,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/01xbp7,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/01xbpn,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/01xd9,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/01xhh5,"['wordnet_group_100031264', 'wordnet_ethnic_group_107967382', 'wordnet_abstraction_100002137']"
/m/01xjx6,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01xk7r,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01xl5,"['wordnet_manufacturer_108060446', 'wordnet_social_group_107950920', 'wordnet_business_108061042', 'wordnet_enterprise_108056231', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_company_108058098']"
/m/01xmxj,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/01xn57g,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/01xn5th,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/01xn6jr,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/01xn6mc,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/01xrlm,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01xvb,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/01xvlc,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01xyqk,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_subsidiary_company_108003935', 'wordnet_company_108058098']"
/m/01xysf,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01y06y,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01y0s9,"['wordnet_social_group_107950920', 'wordnet_denomination_108146782', 'wordnet_nongovernmental_organization_108009834', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_family_108078020', 'wordnet_unit_108189659']"
/m/01y3c,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/01y3v,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/01y49,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/01y67v,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_broadcasting_company_108002015', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01y68z,"['wordnet_social_group_107950920', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_company_108058098']"
/m/01y81r,"['wordnet_whole_100003553', 'wordnet_broadcasting_station_102903405', 'wordnet_physical_entity_100001930', 'wordnet_station_104306080', 'wordnet_facility_103315023', 'wordnet_television_station_104406350', 'wordnet_channel_103006398', 'wordnet_artifact_100021939', 'wordnet_object_100002684']"
/m/01y8zd,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01y9pk,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01y9qr,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01y9st,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01yfp7,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576']"
/m/01ygv2,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01yhm,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_baseball_team_108079319', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/01yl6n,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/01ym8l,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01ym9b,"['wordnet_auditory_communication_107109019', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/01ync,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_baseball_team_108079319', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/01ynvx,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01ypc,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_baseball_team_108079319', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/01yqqv,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01yxbw,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
